AmountOfGivenCredit,Gender,Education,MaritalStatus,Age,RepaymentStatus,AmountOfBillStatement,AmountOfPreviousPayment,Outcome
410000,Female,University,Married,42,0,407873,18026,0
390000,Female,High School,Single,43,1,0,0,1
320000,Female,University,Married,37,0,202442,8211,0
450000,Female,High School,Single,40,-1,10815,4000,0
70000,Female,University,Single,42,1,70803,10,0
50000,Female,University,Married,44,0,5358,1109,0
100000,Female,High School,Married,46,0,80402,8000,0
110000,Female,Graduate School,Single,28,0,91286,8080,0
280000,Female,University,Single,28,0,119587,4411,0
500000,Female,Graduate School,Single,28,0,302089,10049,0
360000,Female,Graduate School,Single,30,0,146277,6029,0
180000,Female,University,Married,30,-1,2759,13,0
480000,Female,University,Single,31,0,241989,9960,0
450000,Female,Graduate School,Married,39,-1,3664,4595,0
80000,Female,Graduate School,Single,26,0,76157,5000,0
290000,Female,University,Single,25,0,78719,2510,0
500000,Female,University,Single,27,0,195140,11613,0
200000,Female,Graduate School,Married,37,-1,9212,0,0
130000,Female,High School,Married,43,2,19690,0,1
360000,Female,University,Single,34,0,282674,12200,0
300000,Female,University,Married,34,0,59900,3500,0
70000,Female,University,Single,41,0,72593,4000,1
80000,Female,High School,Married,44,-1,817,1131,0
30000,Female,Graduate School,Single,36,2,23338,3120,1
280000,Female,University,Single,30,0,237345,12873,0
210000,Male,High School,Single,46,0,46743,5000,0
80000,Female,High School,Married,41,0,59184,2665,0
260000,Female,Graduate School,Single,37,-2,3821,1316,0
120000,Female,High School,Married,36,0,9826,1181,1
150000,Female,Graduate School,Single,32,2,35099,1887,0
180000,Female,University,Married,31,1,0,200,0
140000,Female,University,Married,34,-1,56702,3000,0
370000,Female,High School,Married,34,0,104114,210000,0
30000,Female,University,Married,35,2,27223,0,1
160000,Female,University,Single,33,0,140122,6500,0
60000,Female,University,Others,33,-1,4260,780,1
230000,Female,Graduate School,Married,34,2,186163,9000,1
80000,Female,University,Married,37,0,69767,5000,0
360000,Female,University,Married,37,-1,5748,0,0
130000,Female,University,Married,42,2,130623,6400,1
500000,Female,Graduate School,Single,35,-1,2398,4583,0
360000,Female,University,Married,47,0,93431,3389,0
120000,Female,High School,Married,38,0,118016,5720,0
150000,Female,University,Single,36,0,80321,3052,0
120000,Female,University,Married,37,-1,18486,0,0
190000,Female,Graduate School,Others,35,0,111776,21238,0
230000,Female,High School,Married,43,-2,416,1099,0
50000,Female,High School,Others,43,0,45807,1800,0
20000,Female,High School,Single,45,-1,390,350,0
100000,Female,High School,Married,38,0,16618,13514,0
200000,Female,Others,Others,40,0,225480,7263,0
160000,Female,University,Single,38,0,133017,7008,0
160000,Female,Graduate School,Single,32,-2,162,0,0
50000,Female,High School,Married,39,2,31063,1800,1
100000,Female,Graduate School,Single,26,1,0,632,0
420000,Female,Graduate School,Married,44,1,35545,6,0
500000,Female,University,Married,38,-1,250,1384,0
360000,Female,Graduate School,Married,41,-2,0,0,1
190000,Female,Graduate School,Single,28,-2,0,2278,0
120000,Female,University,Single,32,0,40420,0,0
300000,Female,University,Married,33,0,16260,1500,0
50000,Female,University,Single,31,0,44325,3000,0
290000,Female,Graduate School,Single,29,0,98709,10000,0
240000,Female,University,Single,29,0,92076,5006,0
120000,Female,University,Married,28,0,103676,3283,0
150000,Female,University,Single,30,-1,146432,5301,0
270000,Female,Graduate School,Single,31,-1,173,2254,0
310000,Female,Graduate School,Single,31,-2,9108,24485,0
20000,Female,University,Married,42,0,6336,1125,1
70000,Female,Graduate School,Single,29,0,66330,3049,0
290000,Female,University,Married,29,0,20593,2002,0
120000,Female,University,Single,38,-1,652,0,0
140000,Female,High School,Married,48,0,143650,0,0
220000,Female,Graduate School,Married,43,0,64792,2344,0
240000,Female,Graduate School,Single,28,0,192551,100050,0
320000,Female,University,Married,30,0,91029,5005,0
50000,Female,University,Married,30,0,25422,1450,1
100000,Female,Graduate School,Married,30,0,43717,3000,0
70000,Female,University,Single,30,2,14232,1700,1
230000,Female,Graduate School,Single,30,0,64062,5000,0
120000,Female,University,Single,30,-1,5713,0,0
350000,Female,Graduate School,Single,31,0,314747,15000,0
70000,Female,Graduate School,Single,34,2,43357,2000,1
50000,Female,High School,Married,31,0,39072,1914,0
150000,Female,Graduate School,Single,32,-2,1999,3769,0
410000,Female,High School,Married,34,-2,2347,4252,0
410000,Female,Graduate School,Single,34,0,43719,2626,0
400000,Female,Graduate School,Single,35,-2,4238,5000,0
50000,Female,University,Married,34,0,26149,2000,0
390000,Female,Graduate School,Married,39,0,40439,2013,0
360000,Female,Graduate School,Single,36,-1,4279,9398,0
30000,Female,University,Married,36,-1,326,326,0
300000,Female,University,Single,42,-2,-904,2000,0
170000,Female,Graduate School,Married,44,-2,754,0,0
40000,Female,University,Single,44,2,35515,1550,1
430000,Female,Graduate School,Single,38,0,41092,3000,0
130000,Female,University,Married,47,-1,2317,3000,1
450000,Female,University,Married,42,0,7669,7272,0
90000,Female,Graduate School,Single,29,0,91643,3338,0
190000,Female,Graduate School,Married,43,-2,1675,4873,0
210000,Female,Graduate School,Single,38,0,13744,5000,0
20000,Female,University,Married,43,0,16510,1558,1
200000,Female,Graduate School,Married,36,1,0,0,0
160000,Female,Graduate School,Single,29,-2,0,368,0
220000,Female,University,Single,30,0,152514,7149,0
230000,Female,Graduate School,Single,31,-1,2274,7398,0
290000,Female,Graduate School,Single,32,-2,1485,299,0
360000,Female,Graduate School,Single,33,0,20376,1500,0
160000,Female,University,Married,33,0,9765,2836,0
240000,Female,University,Married,34,-2,0,0,0
260000,Female,University,Married,35,-2,4539,10417,0
100000,Female,University,Married,34,0,14815,2010,0
70000,Female,High School,Married,42,0,22068,29500,0
170000,Female,University,Single,25,0,57198,3200,0
40000,Female,University,Single,26,-1,28991,1300,0
80000,Female,University,Married,47,0,78849,1433,0
30000,Female,Graduate School,Single,25,0,29668,1500,0
140000,Female,Graduate School,Single,25,1,-74,0,1
230000,Female,University,Married,27,0,24739,2000,0
200000,Female,University,Married,39,0,35465,1600,0
400000,Female,Graduate School,Married,35,-2,4689,10097,0
170000,Female,University,Married,38,0,136768,5000,0
270000,Female,High School,Married,43,-1,2769,0,0
30000,Female,University,Married,39,-1,4042,5327,0
200000,Female,University,Single,46,-2,0,0,0
280000,Female,Graduate School,Single,31,2,103,168,0
420000,Female,University,Single,32,0,476396,16007,0
30000,Female,High School,Married,43,2,30346,1702,1
180000,Female,University,Married,41,0,110856,5000,0
290000,Female,University,Married,31,0,284583,10000,0
20000,Female,University,Single,32,0,11389,1500,0
500000,Female,High School,Married,38,-2,-40,0,0
340000,Female,University,Married,42,0,226644,8000,0
270000,Female,University,Married,39,0,85827,3000,0
150000,Female,High School,Married,41,1,-1203,51772,0
40000,Female,University,Single,33,-1,1860,2279,0
360000,Female,Graduate School,Single,34,-2,6276,16142,0
500000,Female,University,Married,34,0,144774,20053,0
280000,Female,University,Single,47,-2,12477,13987,0
50000,Female,University,Single,43,0,43051,1500,0
330000,Female,Graduate School,Single,42,-2,565,20650,1
360000,Female,High School,Single,46,-1,15219,26796,0
340000,Female,High School,Married,40,0,194380,7000,0
500000,Female,Graduate School,Single,26,-1,1419,1293,0
270000,Female,Graduate School,Single,34,0,67544,4025,0
120000,Female,High School,Married,40,0,102400,7500,0
140000,Female,University,Married,39,-1,567,1498,0
200000,Female,University,Single,27,-1,6369,5830,0
50000,Female,High School,Married,45,0,20080,1317,0
220000,Female,Graduate School,Single,28,0,55477,3000,0
80000,Female,Graduate School,Single,43,0,80958,1556,0
200000,Female,High School,Others,45,-2,399,2430,0
20000,Female,Graduate School,Single,29,1,0,2494,0
260000,Female,Graduate School,Single,29,2,792,0,1
430000,Female,Graduate School,Single,29,0,111409,6000,0
360000,Female,Graduate School,Married,39,-1,21421,31110,0
500000,Female,Graduate School,Single,30,-1,16558,11075,0
50000,Female,High School,Married,45,1,49768,0,0
50000,Female,University,Married,47,0,46170,1755,0
360000,Female,Graduate School,Single,35,-2,-3,0,0
10000,Female,High School,Single,36,-1,3671,1500,0
220000,Female,Graduate School,Single,32,1,0,4048,0
110000,Female,University,Single,33,0,103195,5200,1
290000,Female,University,Single,34,0,284150,12000,0
110000,Female,University,Married,35,0,28969,1500,0
120000,Female,University,Single,40,1,-200,0,0
140000,Female,University,Married,46,0,82497,2978,0
500000,Female,University,Married,38,0,242546,7000,0
360000,Female,Graduate School,Married,45,-2,3401,2655,0
280000,Female,University,Married,44,0,390,0,1
220000,Female,University,Single,38,-1,22145,5575,1
210000,Female,University,Married,30,0,158805,5404,0
170000,Female,Graduate School,Single,38,-1,822,0,0
50000,Female,Graduate School,Single,23,0,15213,1300,0
300000,Female,Graduate School,Married,34,2,74917,3028,1
160000,Female,Graduate School,Single,30,-2,2000,1000,1
320000,Female,University,Single,26,1,303926,8100,1
280000,Female,High School,Married,37,0,199046,8200,0
290000,Female,Graduate School,Single,31,0,41879,2000,0
20000,Female,High School,Single,41,0,19080,3000,0
80000,Female,High School,Married,37,0,47751,215,0
200000,Female,High School,Married,47,1,0,0,0
270000,Female,Graduate School,Single,29,-2,990,5850,0
200000,Female,Graduate School,Married,46,-1,10687,18031,0
130000,Female,University,Married,39,0,125816,7166,0
30000,Female,University,Single,35,2,25368,0,1
60000,Female,University,Married,29,-1,1033,2081,0
180000,Female,Graduate School,Single,34,0,85129,5000,1
90000,Female,University,Married,45,2,45820,2000,1
430000,Female,Graduate School,Married,43,0,30000,28647,0
30000,Female,University,Married,37,3,27672,2000,1
190000,Female,University,Single,40,0,182923,8059,1
240000,Female,Graduate School,Single,31,2,179483,8151,1
240000,Female,Graduate School,Married,33,-1,2193,0,0
240000,Female,University,Married,38,0,32981,15000,0
160000,Female,University,Married,41,1,0,1496,0
110000,Female,University,Married,28,0,96131,14000,0
360000,Female,Graduate School,Single,30,-1,13861,7884,0
130000,Female,High School,Married,43,0,126965,6739,1
30000,Female,University,Married,38,0,2433,4000,1
370000,Female,Graduate School,Single,30,-1,17004,19254,0
120000,Female,High School,Single,31,1,122806,15,0
100000,Female,University,Single,31,1,0,0,0
80000,Female,Others,Single,33,-2,5833,0,0
120000,Female,University,Married,30,0,101596,3706,0
290000,Female,University,Married,33,0,149495,3721,0
150000,Female,High School,Single,35,0,145063,5000,0
270000,Female,University,Married,28,0,322249,10000,0
20000,Female,University,Single,29,0,17648,3000,0
360000,Female,Graduate School,Married,31,-2,-4,438,1
320000,Female,Graduate School,Single,30,-2,633,8226,0
260000,Female,Graduate School,Married,31,0,33142,2000,0
320000,Female,Graduate School,Married,38,2,2500,0,1
360000,Female,Graduate School,Single,32,0,272112,10130,0
190000,Female,Graduate School,Single,40,-1,991,991,0
330000,Female,Graduate School,Married,31,0,132514,10000,0
90000,Female,University,Married,33,0,27180,1405,1
240000,Female,Graduate School,Married,41,0,102488,6500,0
280000,Female,Graduate School,Single,30,-1,8010,3375,0
360000,Female,Graduate School,Single,31,-2,19847,16059,0
350000,Female,Graduate School,Married,33,0,82964,68940,1
420000,Female,University,Married,33,0,52018,10000,0
280000,Female,University,Single,42,0,272190,9910,0
70000,Female,University,Married,44,0,79346,2794,0
140000,Female,Graduate School,Single,32,0,131540,5701,0
60000,Female,University,Single,31,0,57092,3000,0
110000,Female,University,Married,33,0,84880,8300,0
300000,Female,University,Married,46,1,0,0,0
80000,Female,High School,Single,41,0,78069,1576,0
200000,Female,University,Married,32,0,10701,0,0
450000,Female,University,Single,42,-1,182,889,0
140000,Female,High School,Single,43,0,141036,4504,0
150000,Female,Graduate School,Single,37,-1,20224,24840,0
80000,Female,University,Married,31,0,115293,2006,0
200000,Female,University,Married,35,-2,3023,3965,0
360000,Female,University,Married,44,1,0,0,1
160000,Female,University,Married,37,0,45966,3900,0
200000,Female,Graduate School,Single,33,-2,9099,3775,0
150000,Female,Graduate School,Married,35,-1,3003,2698,0
50000,Female,University,Single,38,-1,390,390,0
360000,Female,University,Married,45,0,222505,8000,0
500000,Female,Graduate School,Married,32,-1,93174,45979,0
220000,Female,Graduate School,Married,31,0,218796,5539,0
220000,Female,University,Single,37,-2,2662,1918,0
80000,Female,University,Married,45,0,77995,2855,0
200000,Female,University,Single,38,-2,3000,3000,0
100000,Female,Graduate School,Single,38,2,37566,500,1
260000,Female,Graduate School,Married,32,-2,0,0,1
300000,Female,Others,Single,37,-2,-1244,6425,0
160000,Female,High School,Married,44,-2,390,0,0
50000,Female,University,Single,35,0,50521,1649,0
150000,Female,High School,Single,38,0,3060,150,0
70000,Female,Graduate School,Single,27,0,72227,6000,0
80000,Female,University,Single,27,0,66203,3500,0
100000,Female,Graduate School,Single,28,-2,-177,0,0
150000,Female,University,Single,30,0,69955,1873,0
340000,Female,University,Others,35,-2,132,132,0
210000,Female,High School,Married,39,1,26624,0,0
240000,Female,Graduate School,Single,28,-2,5623,181,0
250000,Female,Graduate School,Single,35,-1,964,69032,0
200000,Female,Graduate School,Married,38,-2,15099,6370,0
50000,Female,Graduate School,Married,36,0,47317,3000,0
450000,Female,Graduate School,Single,35,-1,7256,816,0
200000,Female,Graduate School,Married,38,0,13311,1711,0
350000,Female,University,Married,47,0,97500,3010,1
200000,Female,Graduate School,Single,45,-1,2377,221,0
530000,Female,University,Married,44,0,562326,20010,1
60000,Female,High School,Married,45,0,62396,1500,0
280000,Female,Graduate School,Single,30,-2,2946,3326,0
210000,Female,Graduate School,Married,34,0,157907,50000,0
210000,Female,Graduate School,Single,34,1,3824,0,1
420000,Female,University,Married,46,0,254275,10004,0
80000,Female,University,Single,45,-1,2574,390,0
170000,Female,Graduate School,Married,31,0,6832,0,0
80000,Female,University,Single,35,0,48725,10000,0
510000,Female,University,Married,38,0,95589,2000,0
110000,Female,University,Married,31,0,109814,4665,0
10000,Female,University,Single,31,0,10154,1400,1
300000,Female,Graduate School,Single,32,-2,-3,0,0
60000,Female,University,Married,32,1,61291,0,1
200000,Female,University,Single,33,0,194283,7520,0
230000,Female,University,Married,35,-1,7035,2969,0
500000,Female,Graduate School,Single,45,-2,0,0,0
50000,Female,University,Single,47,2,43439,2341,1
280000,Female,University,Married,45,0,159633,7000,0
170000,Female,University,Married,31,0,102477,5210,0
60000,Female,University,Single,31,2,57880,0,1
210000,Female,Graduate School,Single,32,1,0,92,1
70000,Female,High School,Single,42,0,69362,6000,1
300000,Female,High School,Married,37,1,43459,26137,0
330000,Female,Graduate School,Single,31,0,37426,5000,0
200000,Female,University,Single,49,0,80528,4000,0
170000,Female,Others,Married,33,0,143805,10000,0
20000,Female,University,Married,48,1,0,0,1
230000,Female,University,Married,45,-1,416,416,1
80000,Female,University,Married,27,0,80658,3800,0
320000,Female,Others,Others,32,-1,1145,4135,0
230000,Female,University,Married,35,0,160560,10012,0
80000,Female,University,Single,38,-1,390,390,0
300000,Female,High School,Married,32,-2,0,0,1
